,Word,hits,misses,correct.rejections,false.alarms,word.x,pos,wn_num_meanings,wn_num_synonyms,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,meanings,meanings_n,num_synonyms,syn_n,arousal,concrete,fam,image,valence,X,word.y,mean.cor,num_syn,r.given.w,w.given.r,Acc,freq,M,false.alarm.rate,hit.rate,GloVe distinctiveness
1214,MUMBLING,53,37,90,11,mumbling,n,4,9,119,103,98,87,2.33,2.0792,1.23,2.017,1.14814814814815,27,1.7083333333333302,24,2.1666666666666696,3.0714285714285694,4.89655172413793,3.12,2.1785714285714297,365,mumbling,-0.0931708935221428,2.7083333333333304,0.8709677419354825,0.3692307692307697,0.7486910994764397,4.477336814478207,-5.4736702540258975,0.10891089108910892,0.5888888888888889,0.12899718897670312
1215,MUSE,69,19,75,24,muse,n,3,14,98,58,91,55,1.92,1.9956,0.69,1.7709,1.85714285714286,28,1.55555555555556,27,3.43478260869565,2.32142857142857,4.33333333333333,2.56,4.06896551724138,952,muse,0.0652730020753293,2.55555555555556,0.5384615384615377,0.3913043478260863,0.7700534759358288,4.02535169073515,-4.963621329328082,0.24242424242424246,0.7840909090909091,0.1282562029418866
1216,MUST,27,33,61,3,must,n,4,6,35661,7154,33334,6989,699.24,4.5522,85.29,3.8546,1.48148148148148,27,2.17391304347826,23,2.88,1.96296296296296,4.96551724137931,1.24137931034483,2.8275862068965503,2184,must,0.596606301289322,3.17391304347826,0.6750000000000006,0.31506849315068497,0.7096774193548387,8.852235835227855,-10.007201060447096,0.046875,0.45,0.13455434853771714
1217,MUTILATED,58,28,84,11,mutilated,v,4,10,65,53,61,51,1.27,1.8195,0.63,1.7324,1.24137931034483,29,3.1481481481481497,27,4.045454545454549,3.23076923076923,4.62068965517241,3.96551724137931,1.0689655172413801,1090,mutilated,0.0983736788824794,4.1481481481481515,0.8055555555555539,0.24107142857142844,0.7845303867403315,3.951243718581428,-5.373905723872193,0.11578947368421053,0.6744186046511628,0.11258050964693721
1218,MUTTON,55,20,74,9,mutton,n,1,2,40,27,36,24,0.78,1.6128,0.32,1.4472,1.20833333333333,24,0.9375,16,2.2727272727272703,3.9615384615384603,3.8518518518518503,3.88888888888889,3.0,707,mutton,0.000418059318608017,1.9375,0.827586206896554,0.5161290322580645,0.8164556962025317,3.218875824868201,-3.8802743071135657,0.10843373493975904,0.7333333333333333,0.09465026125675476
1219,MYRTLE,64,17,86,4,myrtle,n,2,3,163,35,2,2,3.2,2.2148,0.42,1.5563,1.53846153846154,26,0.0869565217391304,23,2.4166666666666696,4.03571428571429,3.63333333333333,2.46428571428571,3.31034482758621,577,myrtle,-0.0327164167150513,1.0869565217391304,0.6499999999999994,0.92,0.8771929824561403,1.0986122886681098,-1.181993897607161,0.04444444444444445,0.7901234567901234,0.1075222793084328
1220,MYTHIC,47,31,76,7,mythic,a,2,6,19,19,19,19,0.37,1.301,0.23,1.301,1.18518518518519,27,1.95,20,3.52380952380952,1.5,4.4666666666666694,2.0,3.7241379310344795,960,mythic,0.0667657570604429,2.95,0.8437499999999966,0.3389830508474576,0.7639751552795031,2.9957322735539913,-4.077537443905719,0.08433734939759037,0.6025641025641025,0.1066155915238733
1221,NANCY,52,13,61,7,nancy,n,1,1,1087,286,12,7,21.31,3.0366,3.41,2.4579,1.80769230769231,26,0.6,25,2.2727272727272703,3.88461538461538,4.103448275862069,3.08,2.96296296296296,1602,nancy,0.238936483729517,1.6,0.5531914893617015,0.625,0.849624060150376,2.079441541679836,-2.5494451709255714,0.10294117647058824,0.8,0.12679863568250574
1222,NAPA,63,9,67,13,napa,n,1,5,49,26,1,1,0.96,1.699,0.31,1.4314,1.4074074074074099,27,0.17647058823529396,17,2.40909090909091,3.96296296296296,3.62068965517241,2.86206896551724,3.24137931034483,1011,napa,0.0809028555741427,1.176470588235294,0.7105263157894723,0.8500000000000001,0.8552631578947368,0.6931471805599453,-0.8556661100577201,0.1625,0.875,0.08212613723634231
1223,NARCOTICS,66,19,82,12,narcotics,n,1,1,262,163,200,138,5.14,2.42,1.94,2.2148,1.23333333333333,30,1.8695652173913,23,3.7916666666666696,4.23076923076923,4.57142857142857,3.8214285714285694,2.0,1594,narcotics,0.236483519960201,2.8695652173912998,0.810810810810813,0.348484848484849,0.8268156424581006,4.934473933130692,-5.988634459227966,0.1276595744680851,0.7764705882352941,0.09670770275544652
1224,NARRATOR,56,34,81,15,narrator,n,1,3,529,164,113,70,10.37,2.7243,1.96,2.2175,1.11111111111111,27,1.7,20,2.40909090909091,3.6296296296296298,4.9,2.25,3.37931034482759,1376,narrator,0.17731834618022305,2.7,0.9000000000000009,0.3703703703703704,0.7365591397849462,4.262679877041316,-5.255931650051599,0.15625,0.6222222222222222,0.10118111929060239
1225,NATO,64,16,82,3,nato,n,1,2,94,39,0,0,1.84,1.9777,0.46,1.6021,1.0,25,0.125,24,3.08695652173913,3.8275862068965503,3.7407407407407405,2.96,3.0689655172413794,1978,nato,0.37957032071364,1.125,1.0,0.8888888888888888,0.8848484848484849,0.0,-0.11778303565638353,0.035294117647058816,0.8,0.05697652282830713
1226,NAUSEA,62,17,72,18,nausea,n,2,3,110,89,93,78,2.16,2.0453,1.06,1.9542,1.07142857142857,28,1.80769230769231,26,3.2173913043478297,3.20689655172414,4.66666666666667,3.08,1.20689655172414,1115,nausea,0.10699145548155699,2.80769230769231,0.9333333333333346,0.35616438356164354,0.7928994082840237,4.3694478524670215,-5.401810755593932,0.2,0.7848101265822784,0.1005206857102847
1227,NAVIGATE,49,33,73,16,navigate,v,3,6,98,85,97,84,1.92,1.9956,1.01,1.9345,1.32142857142857,28,2.6,25,3.32,2.8214285714285694,4.85714285714286,2.55172413793103,3.4137931034482794,1440,navigate,0.193542349785682,3.6,0.7567567567567576,0.2777777777777778,0.7134502923976608,4.442651256490317,-5.723585101952382,0.1797752808988764,0.5975609756097561,0.09361463693054745
1228,NAZARETH,77,19,100,4,nazareth,n,1,1,53,20,0,0,1.04,1.7324,0.24,1.3222,1.08,25,0.272727272727273,22,2.64,4.25,3.96551724137931,2.9,3.4285714285714306,693,nazareth,-0.00498701437739715,1.272727272727273,0.9259259259259258,0.7857142857142856,0.885,0.0,-0.24116205681688824,0.038461538461538464,0.8020833333333334,0.06957924409214031
1229,NEBULA,45,18,71,6,nebula,n,4,4,75,24,20,8,1.47,1.8808,0.29,1.3979,1.33333333333333,24,0.523809523809524,21,3.2272727272727297,3.42307692307692,3.77777777777778,3.88888888888889,3.61538461538462,573,nebula,-0.0351960476916669,1.5238095238095242,0.7500000000000019,0.6562499999999999,0.8285714285714286,2.19722457733622,-2.618438042412523,0.07792207792207792,0.7142857142857143,0.05602399902454126
1230,NECKTIE,49,23,75,5,necktie,n,1,2,61,43,59,41,1.2,1.7924,0.51,1.6435,1.17241379310345,29,0.857142857142857,21,2.25,4.8846153846153895,4.71428571428571,4.57142857142857,3.61538461538462,455,necktie,-0.068965653082052,1.857142857142857,0.8529411764705871,0.5384615384615385,0.8157894736842105,3.737669618283368,-4.356708826689592,0.0625,0.6805555555555556,0.07265096452418375
1231,NEEDLES,62,24,83,11,needles,n,6,9,263,195,235,182,5.16,2.4216,2.32,2.2923,2.0714285714285703,28,1.3181818181818201,22,3.6363636363636402,4.5,4.851851851851849,4.66666666666667,1.96153846153846,1202,needles,0.129467536057012,2.31818181818182,0.4827586206896555,0.4313725490196075,0.8055555555555556,5.2094861528414205,-6.050269332207433,0.11702127659574467,0.7209302325581395,0.09299135319990275
1232,NEIGHBORHOODS,71,13,75,20,neighborhoods,n,4,10,54,48,53,47,1.06,1.7404,0.57,1.6902,1.25925925925926,27,1.59090909090909,22,2.5,3.65384615384615,5.0,3.75,4.03448275862069,1898,neighborhoods,0.33847731058801694,2.59090909090909,0.7941176470588229,0.3859649122807019,0.8156424581005587,3.8712010109078916,-4.823209825384125,0.21052631578947367,0.8452380952380952,0.09001612685583497
1233,NEMO,98,7,92,14,nemo,,0,0,255,33,0,0,5.0,2.4082,0.39,1.5315,1.34615384615385,26,0.05,20,2.7272727272727297,3.88888888888889,3.75862068965517,3.7241379310344795,3.39285714285714,392,nemo,-0.0860513237423337,1.05,0.7428571428571407,0.9523809523809524,0.9004739336492891,0.0,-0.048790164169432056,0.1320754716981132,0.9333333333333332,0.08085077579245771
1234,NETTED,42,35,72,8,netted,v,5,16,12,12,12,12,0.24,1.1139,0.14,1.1139,1.82608695652174,23,2.55,20,3.23809523809524,3.26923076923077,4.071428571428569,3.04,3.24137931034483,1499,netted,0.210523985833002,3.55,0.5476190476190473,0.28169014084507044,0.7261146496815286,2.5649493574615367,-3.831896960948861,0.1,0.5454545454545454,0.0668442339354552
1235,NEUROLOGIST,74,20,97,6,neurologist,n,1,2,51,41,50,40,1.0,1.716,0.49,1.6232,1.0,25,0.28,25,3.3636363636363598,4.6153846153846105,4.8148148148148096,3.64,3.13793103448276,656,neurologist,-0.0125779945687499,1.28,1.0,0.78125,0.868020304568528,3.7135720667043084,-3.960432144635834,0.05825242718446603,0.7872340425531915,0.059634308834342946
1236,NEURONS,65,16,83,8,neurons,n,1,2,51,29,50,28,1.0,1.716,0.35,1.4771,1.10344827586207,29,0.260869565217391,23,3.25,3.96,4.21428571428571,3.28571428571429,3.6296296296296298,1059,neurons,0.0909145498631994,1.2608695652173911,0.9062499999999992,0.7931034482758622,0.8604651162790697,3.3672958299864737,-3.5990974440437986,0.08791208791208792,0.8024691358024691,0.06282929412982526
1237,NEWFOUND,63,26,90,9,newfound,s,1,1,60,53,56,51,1.18,1.7853,0.63,1.7324,1.23076923076923,26,1.7083333333333302,24,2.95454545454545,2.3703703703703702,3.8275862068965503,1.44827586206897,3.68965517241379,1189,newfound,0.126072063027431,2.7083333333333304,0.8125000000000006,0.3692307692307697,0.8138297872340425,3.951243718581428,-4.947577158129118,0.09090909090909093,0.7078651685393258,0.13760206699244884
1238,NEWPORT,66,20,82,12,newport,n,2,2,300,109,4,2,5.88,2.4786,1.3,2.0414,1.5666666666666698,30,0.45,20,2.7083333333333304,3.76923076923077,3.89285714285714,3.3214285714285694,3.26923076923077,1543,newport,0.22308633879210502,1.45,0.6382978723404242,0.6896551724137931,0.8222222222222222,1.0986122886681098,-1.4701758451005928,0.1276595744680851,0.7674418604651163,0.10508327550634147
1239,NEWTON,55,12,57,15,newton,n,2,5,191,78,5,2,3.75,2.2833,0.93,1.8976,1.9259259259259298,27,0.107142857142857,28,2.6666666666666696,3.85714285714286,4.16666666666667,2.96428571428571,3.44827586206897,1583,newton,0.235129666519505,1.1071428571428568,0.5192307692307682,0.9032258064516129,0.8057553956834532,1.0986122886681098,-1.200394982978052,0.20833333333333331,0.8208955223880597,0.09517979427446355
1240,NIAGARA,65,13,85,5,niagara,n,2,4,157,72,0,0,3.08,2.1987,0.86,1.8633,1.16666666666667,24,0.39130434782608703,23,3.27777777777778,4.071428571428569,4.6551724137931,4.24,3.71428571428571,1200,niagara,0.12885371392674,1.391304347826087,0.8571428571428547,0.71875,0.8928571428571429,0.0,-0.3302416868705769,0.05555555555555555,0.8333333333333334,0.09334866908258246
1241,NIBBLE,53,13,66,11,nibble,n,5,8,77,69,73,67,1.51,1.8921,0.82,1.8451,1.44444444444444,27,2.2083333333333304,24,3.31578947368421,3.2962962962963,4.96551724137931,3.72,3.53571428571429,430,nibble,-0.0735077769822259,3.2083333333333304,0.6923076923076944,0.311688311688312,0.8321678321678322,4.219507705176107,-5.385259296681844,0.14285714285714285,0.803030303030303,0.10741296121596836
1242,NICKNAME,46,31,77,4,nickname,n,3,9,346,261,338,257,6.78,2.5403,3.11,2.4183,1.27586206896552,29,1.3703703703703702,27,2.31818181818182,3.07407407407407,4.82758620689655,1.6551724137931,3.48275862068966,1768,nickname,0.29339388307134195,2.3703703703703702,0.7837837837837821,0.421875,0.7784810126582279,5.552959584921617,-6.41600580227696,0.04938271604938271,0.5974025974025974,0.08283350082474804
1243,NICKS,54,26,79,5,nicks,n,7,14,36,23,17,15,0.71,1.5682,0.27,1.3802,1.7037037037037,27,2.1111111111111103,18,2.7727272727272703,3.07692307692308,4.4,2.4583333333333304,2.55172413793103,436,nicks,-0.0724114775161008,3.11111111111111,0.5869565217391317,0.3214285714285716,0.8109756097560976,2.772588722239781,-3.907568655078765,0.05952380952380953,0.675,0.0934097725710955
1244,NICOTINE,61,15,72,7,nicotine,n,1,1,87,46,72,44,1.71,1.9445,0.55,1.6721,1.03571428571429,28,0.44,25,3.04,4.18518518518519,4.79310344827586,2.9,1.6896551724137898,1126,nicotine,0.110280673979527,1.44,0.9655172413793064,0.6944444444444444,0.8580645161290322,3.80666248977032,-4.1713056033582285,0.08860759493670886,0.8026315789473685,0.08277461585112893
1245,NIGH,54,29,90,3,nigh,a,4,16,42,39,40,37,0.82,1.6335,0.46,1.6021,1.08695652173913,23,2.2,15,2.2727272727272703,2.0,3.6,1.4583333333333302,2.86206896551724,431,nigh,-0.073405476102543,3.2,0.9200000000000004,0.3125,0.8181818181818182,3.6375861597263857,-4.800736969532067,0.03225806451612903,0.6506024096385542,0.13946817768763684
1246,NIHILIST,63,14,82,4,nihilist,n,2,4,9,4,9,4,0.18,1.0,0.05,0.6990000000000001,1.05,20,1.13333333333333,15,2.6363636363636402,2.44,2.93333333333333,1.5,2.27586206896552,65,nihilist,-0.267261004499392,2.13333333333333,0.9523809523809524,0.4687500000000007,0.8895705521472392,1.6094379124341005,-2.367123614131615,0.04651162790697674,0.8181818181818182,0.08192050384869753
1247,NIMBLE,47,27,75,10,nimble,s,2,6,30,27,25,24,0.59,1.4914,0.32,1.4472,1.18518518518519,27,3.125,24,3.28,2.53571428571429,4.75862068965517,2.5,3.78571428571429,1025,nimble,0.0834081212087161,4.125,0.8437499999999966,0.24242424242424246,0.7672955974842768,3.218875824868201,-4.635941844654845,0.1176470588235294,0.6351351351351351,0.10217886179415873
1248,NIMBUS,56,18,72,8,nimbus,n,2,9,71,11,5,5,1.39,1.8573,0.13,1.0792,1.3181818181818201,22,0.80952380952381,21,2.7916666666666696,3.28571428571429,3.1666666666666696,2.5,3.13793103448276,123,nimbus,-0.214608377176451,1.8095238095238102,0.7586206896551714,0.5526315789473683,0.8311688311688312,1.791759469228055,-2.384823191231018,0.1,0.7567567567567568,0.049624006274382834
1249,NIRVANA,67,12,85,3,nirvana,n,2,8,57,30,11,11,1.12,1.7634,0.36,1.4914,1.92857142857143,28,1.5925925925925901,27,3.04545454545455,1.9259259259259298,4.41379310344828,2.75862068965517,4.2758620689655205,803,nirvana,0.0298414405167002,2.59259259259259,0.5185185185185182,0.3857142857142861,0.9101796407185628,2.4849066497880004,-3.4375650258330293,0.03409090909090909,0.8481012658227848,0.11608761780034962
1250,NOAH,61,22,79,8,noah,n,1,1,455,113,4,4,8.92,2.659,1.35,2.0569,1.5,26,0.0,23,3.04545454545455,3.9615384615384603,4.60714285714286,3.76,3.25,930,noah,0.0596935824262706,1.0,0.6666666666666666,1.0,0.8235294117647058,1.6094379124341005,-1.6094379124341005,0.09195402298850576,0.7349397590361446,0.10408822518470866
1251,NOBILITY,46,28,82,5,nobility,n,3,8,84,71,78,67,1.65,1.9294,0.85,1.8573,1.4333333333333302,30,2.0,23,3.4166666666666696,2.46153846153846,4.481481481481481,3.21428571428571,4.07407407407407,1484,nobility,0.20564591794311,3.0,0.6976744186046527,0.3333333333333333,0.7950310559006211,4.219507705176107,-5.318119993844217,0.057471264367816084,0.6216216216216216,0.10946842326880618
1252,NOIR,70,12,82,6,noir,,0,0,41,24,20,13,0.8,1.6232,0.29,1.3979,1.35,20,1.04761904761905,21,2.61111111111111,2.03571428571429,3.96551724137931,2.72,3.1785714285714306,1119,noir,0.107204182160844,2.04761904761905,0.7407407407407407,0.4883720930232552,0.8941176470588236,2.6390573296152584,-3.355735007585399,0.06818181818181818,0.8536585365853658,0.06703187493801188
1253,NONFAT,58,24,85,2,nonfat,a,1,3,25,20,22,18,0.49,1.415,0.24,1.3222,1.25925925925926,27,1.52173913043478,23,1.77272727272727,3.23076923076923,4.7407407407407405,2.1481481481481497,3.30769230769231,825,nonfat,0.0339961141252765,2.52173913043478,0.7941176470588229,0.3965517241379313,0.8461538461538461,2.9444389791664403,-3.869387773783709,0.02298850574712644,0.7073170731707317,0.04169560323201938
1254,NOON,59,19,85,2,noon,n,1,6,924,703,848,673,18.12,2.9661,8.38,2.8476,1.07407407407407,27,1.22727272727273,22,2.2272727272727297,3.4,4.9666666666666694,2.625,3.48275862068966,1897,noon,0.338390687906863,2.2272727272727297,0.9310344827586242,0.4489795918367341,0.8727272727272727,6.513230110912308,-7.3140079556646205,0.02298850574712644,0.7564102564102564,0.06759484123777933
1255,NORMANDY,54,19,75,6,normandy,n,1,2,90,41,0,0,1.76,1.959,0.49,1.6232,1.20689655172414,29,0.272727272727273,22,3.0416666666666696,4.19230769230769,4.107142857142859,3.64285714285714,2.96296296296296,1300,normandy,0.15884951744969197,1.272727272727273,0.8285714285714272,0.7857142857142856,0.8376623376623377,0.0,-0.24116205681688824,0.07407407407407407,0.7397260273972602,0.07639693560897919
1256,NOSTRILS,58,28,91,2,nostrils,n,1,2,82,80,80,78,1.61,1.9191,0.95,1.9085,1.0,27,0.65,20,1.8636363636363602,4.53846153846154,4.73333333333333,4.5,2.6551724137931,824,nostrils,0.0337086411816881,1.65,1.0,0.6060606060606061,0.8324022346368715,4.3694478524670215,-4.870223140379512,0.021505376344086027,0.6744186046511628,0.11503378965082266
1257,NOTCH,51,31,78,8,notch,n,6,10,170,131,148,129,3.33,2.233,1.56,2.1206,1.7142857142857097,28,2.125,24,2.2083333333333304,3.78571428571429,4.86206896551724,3.68965517241379,3.14285714285714,1505,notch,0.211522885498318,3.125,0.5833333333333348,0.32,0.7678571428571429,4.867534450455582,-6.006968733643948,0.09302325581395347,0.6219512195121951,0.1037700664747299
1258,NOTE,41,43,85,10,note,n,13,41,2731,1622,2545,1540,53.55,3.4365,19.34,3.2103,2.39285714285714,28,2.1481481481481497,27,2.47826086956522,4.03448275862069,4.851851851851849,4.16,3.2758620689655205,2099,note,0.45952601664587295,3.1481481481481497,0.4179104477611945,0.3176470588235292,0.7039106145251397,7.340186835320115,-8.487001225806104,0.10526315789473684,0.4880952380952381,0.0935672107290211
1259,NOVELTY,45,38,87,9,novelty,n,4,13,85,72,80,67,1.67,1.9345,0.86,1.8633,1.51851851851852,27,2.0416666666666696,24,3.05555555555556,1.92857142857143,4.89655172413793,2.16,3.8214285714285694,1537,novelty,0.22106661194955,3.0416666666666696,0.658536585365853,0.3287671232876709,0.7374301675977654,4.219507705176107,-5.3319133159765535,0.09375,0.5421686746987951,0.13096791079185627
1260,NUISANCE,64,22,82,9,nuisance,n,2,4,164,142,160,141,3.22,2.2175,1.69,2.1553,1.23076923076923,26,2.59259259259259,27,3.3043478260869596,2.0714285714285703,4.66666666666667,2.32,1.55172413793103,933,nuisance,0.0602448004403373,3.59259259259259,0.8125000000000006,0.27835051546391776,0.8248587570621468,4.955827057601262,-6.234701170100314,0.0989010989010989,0.7441860465116279,0.12586808712814448
1261,NUMEROUS,35,42,76,9,numerous,s,1,2,183,167,171,158,3.59,2.2648,1.99,2.2253,1.14285714285714,28,2.8518518518518503,27,3.1304347826087002,2.58620689655172,4.7407407407407405,2.76,3.44827586206897,2103,numerous,0.46375272953206503,3.8518518518518503,0.8750000000000022,0.25961538461538475,0.6851851851851852,5.068904202220232,-6.417458235357275,0.10588235294117647,0.4545454545454545,0.11582386891284499
1262,NUTCASE,62,17,83,11,nutcase,n,1,5,67,54,60,52,1.31,1.8325,0.64,1.7404,1.53846153846154,26,3.1481481481481497,27,4.13636363636364,2.24,4.78571428571429,2.88,1.82758620689655,38,nutcase,-0.304340620965831,4.1481481481481515,0.6499999999999994,0.24107142857142844,0.838150289017341,3.970291913552122,-5.392953918842887,0.11702127659574467,0.7848101265822784,0.09602116187670223
1263,OAT,50,26,79,2,oat,n,2,2,27,21,17,15,0.53,1.4472,0.25,1.3424,1.16666666666667,24,0.48,25,2.13636363636364,4.653846153846151,4.86206896551724,4.36,3.44827586206897,550,oat,-0.0424866136544588,1.48,0.8571428571428547,0.6756756756756757,0.821656050955414,2.772588722239781,-3.1646308100158054,0.02469135802469136,0.6578947368421053,0.07832712176652948
1264,OATHS,49,31,87,4,oaths,n,3,10,19,17,19,17,0.37,1.301,0.2,1.2553,1.42857142857143,28,2.13636363636364,22,3.0476190476190497,2.34615384615385,4.55555555555556,2.03703703703704,3.15384615384615,722,oaths,0.00486177350270377,3.1363636363636402,0.6999999999999993,0.31884057971014457,0.7953216374269005,2.8903717578961645,-4.033435809135109,0.04395604395604396,0.6125,0.08975391206402891
1265,OBSESSING,52,36,91,11,obsessing,v,2,4,80,72,80,72,1.57,1.9085,0.86,1.8633,1.28571428571429,28,2.51851851851852,27,3.59090909090909,1.84615384615385,4.6551724137931,1.82758620689655,2.0,354,obsessing,-0.0982940864171697,3.51851851851852,0.7777777777777751,0.28421052631578936,0.7526315789473684,4.290459441148391,-5.548499466744604,0.10784313725490197,0.5909090909090909,0.11583711565946189
